Reference,18-nt,19-nt,20-nt,21-nt,22-nt,23-nt,24-nt,25-nt,26-nt,27-nt,28-nt,29-nt,30-nt
vsiRNA_simulant,24951,37587,73801,301283,154273,35563,33295,20920,16353,13358,10062,7489,5589
