Reference,18-nt_A,18-nt_U,18-nt_C,18-nt_G,19-nt_A,19-nt_U,19-nt_C,19-nt_G,20-nt_A,20-nt_U,20-nt_C,20-nt_G,21-nt_A,21-nt_U,21-nt_C,21-nt_G,22-nt_A,22-nt_U,22-nt_C,22-nt_G,23-nt_A,23-nt_U,23-nt_C,23-nt_G,24-nt_A,24-nt_U,24-nt_C,24-nt_G,25-nt_A,25-nt_U,25-nt_C,25-nt_G,26-nt_A,26-nt_U,26-nt_C,26-nt_G,27-nt_A,27-nt_U,27-nt_C,27-nt_G,28-nt_A,28-nt_U,28-nt_C,28-nt_G,29-nt_A,29-nt_U,29-nt_C,29-nt_G,30-nt_A,30-nt_U,30-nt_C,30-nt_G
vsiRNA_simulant,1377,1192,655,936,1895,1657,997,1271,3263,2887,1534,2101,14074,13610,7785,10649,7519,7168,3717,5043,1970,1749,895,1121,1775,1562,795,1038,1598,1371,672,819,1310,1077,570,691,1125,899,498,554,945,767,387,473,742,557,324,367,551,429,229,316
