Reference,18-nt_A_plus,18-nt_A_minus,18-nt_U_plus,18-nt_U_minus,18-nt_C_plus,18-nt_C_minus,18-nt_G_plus,18-nt_G_minus,19-nt_A_plus,19-nt_A_minus,19-nt_U_plus,19-nt_U_minus,19-nt_C_plus,19-nt_C_minus,19-nt_G_plus,19-nt_G_minus,20-nt_A_plus,20-nt_A_minus,20-nt_U_plus,20-nt_U_minus,20-nt_C_plus,20-nt_C_minus,20-nt_G_plus,20-nt_G_minus,21-nt_A_plus,21-nt_A_minus,21-nt_U_plus,21-nt_U_minus,21-nt_C_plus,21-nt_C_minus,21-nt_G_plus,21-nt_G_minus,22-nt_A_plus,22-nt_A_minus,22-nt_U_plus,22-nt_U_minus,22-nt_C_plus,22-nt_C_minus,22-nt_G_plus,22-nt_G_minus,23-nt_A_plus,23-nt_A_minus,23-nt_U_plus,23-nt_U_minus,23-nt_C_plus,23-nt_C_minus,23-nt_G_plus,23-nt_G_minus,24-nt_A_plus,24-nt_A_minus,24-nt_U_plus,24-nt_U_minus,24-nt_C_plus,24-nt_C_minus,24-nt_G_plus,24-nt_G_minus,25-nt_A_plus,25-nt_A_minus,25-nt_U_plus,25-nt_U_minus,25-nt_C_plus,25-nt_C_minus,25-nt_G_plus,25-nt_G_minus,26-nt_A_plus,26-nt_A_minus,26-nt_U_plus,26-nt_U_minus,26-nt_C_plus,26-nt_C_minus,26-nt_G_plus,26-nt_G_minus,27-nt_A_plus,27-nt_A_minus,27-nt_U_plus,27-nt_U_minus,27-nt_C_plus,27-nt_C_minus,27-nt_G_plus,27-nt_G_minus,28-nt_A_plus,28-nt_A_minus,28-nt_U_plus,28-nt_U_minus,28-nt_C_plus,28-nt_C_minus,28-nt_G_plus,28-nt_G_minus,29-nt_A_plus,29-nt_A_minus,29-nt_U_plus,29-nt_U_minus,29-nt_C_plus,29-nt_C_minus,29-nt_G_plus,29-nt_G_minus,30-nt_A_plus,30-nt_A_minus,30-nt_U_plus,30-nt_U_minus,30-nt_C_plus,30-nt_C_minus,30-nt_G_plus,30-nt_G_minus
vsiRNA_simulant,245,201,203,266,209,156,205,207,725,884,836,921,618,376,614,435,3949,2665,3908,4731,2809,3012,2780,2915,17302,13465,15049,14806,12413,11462,10964,13858,7434,8094,7720,4159,5886,5992,4292,6501,275,329,283,151,226,187,133,196,128,134,71,42,50,34,45,82,38,47,34,20,31,17,19,14,23,22,23,20,17,7,13,13,24,11,16,11,15,8,13,7,21,10,15,15,7,4,6,3,11,6,14,20,14,7,14,8,9,8,6,11,6,4,7,5
