Reference,18-nt_plus,18-nt_minus,19-nt_plus,19-nt_minus,20-nt_plus,20-nt_minus,21-nt_plus,21-nt_minus,22-nt_plus,22-nt_minus,23-nt_plus,23-nt_minus,24-nt_plus,24-nt_minus,25-nt_plus,25-nt_minus,26-nt_plus,26-nt_minus,27-nt_plus,27-nt_minus,28-nt_plus,28-nt_minus,29-nt_plus,29-nt_minus,30-nt_plus,30-nt_minus
vsiRNA_simulant,110,130,190,200,470,340,2180,2150,1120,1140,240,170,120,90,110,40,120,20,90,10,30,10,40,10,40,20
